date,store_id,product_category,product_name,units_sold,unit_price,customer_type,revenue
2025-01-17,S105,Clothing,Jeans,24,3580,Loyalty,85920
2025-01-17,S103,Clothing,Hoodie,3,2610,Regular,7830
2025-01-17,S105,Clothing,Hoodie,8,3900,Loyalty,31200
2025-01-17,S104,Electronics,Mouse,3,774,Loyalty,2322
2025-01-17,S103,Electronics,Keyboard,14,3531,Regular,49434
2025-01-17,S102,Electronics,Headphones,18,2393,Regular,43074
2025-01-17,S103,Grocery,Eggs,6,1938,Loyalty,11628
2025-01-17,S101,Grocery,Bread,17,1298,Loyalty,22066
2025-01-17,S105,Grocery,Milk,8,2201,Loyalty,17608
2025-01-17,S103,Grocery,Bread,7,1252,Regular,8764
2025-01-18,S104,Clothing,Hoodie,15,1696,Loyalty,25440
2025-01-18,S103,Electronics,Smart Watch,4,2254,Regular,9016
2025-01-18,S105,Electronics,Headphones,5,3532,Loyalty,17660
2025-01-18,S104,Electronics,Mouse,22,1907,Regular,41954
2025-01-18,S102,Electronics,Keyboard,1,1191,Regular,1191
2025-01-18,S104,Electronics,Keyboard,13,2313,Regular,30069
2025-01-18,S105,Grocery,Rice,15,2421,Regular,36315
2025-01-18,S103,Electronics,Mouse,19,2852,Regular,54188
2025-01-18,S103,Clothing,Jacket,5,1733,Loyalty,8665
2025-01-18,S102,Clothing,Jeans,14,412,Regular,5768
2025-01-18,S102,Clothing,T-Shirt,1,3744,Regular,3744
2025-01-18,S104,Grocery,Eggs,4,3105,Regular,12420
2025-01-19,S105,Electronics,Smart Watch,8,176,Regular,1408
2025-01-19,S102,Electronics,Smart Watch,9,1063,Loyalty,9567
2025-01-19,S101,Electronics,Mouse,22,2876,Loyalty,63272
2025-01-19,S105,Electronics,Mouse,21,3467,Regular,72807
2025-01-19,S101,Clothing,Jacket,1,1904,Regular,1904
2025-01-19,S105,Grocery,Bread,15,3066,Loyalty,45990
2025-01-19,S104,Electronics,Mouse,21,3787,Loyalty,79527
2025-01-19,S104,Grocery,Bread,11,3927,Regular,43197
2025-01-19,S103,Grocery,Milk,2,2444,Loyalty,4888
2025-01-19,S104,Grocery,Bread,19,1255,Regular,23845
2025-01-19,S104,Electronics,Keyboard,6,3622,Regular,21732
2025-01-19,S105,Electronics,Headphones,11,711,Regular,7821
2025-01-20,S101,Clothing,T-Shirt,7,898,Regular,6286
2025-01-20,S104,Electronics,Headphones,22,391,Regular,8602
2025-01-20,S101,Grocery,Rice,7,1842,Regular,12894
2025-01-20,S103,Electronics,Mouse,24,772,Regular,18528
2025-01-20,S101,Clothing,T-Shirt,13,1550,Regular,20150
2025-01-20,S101,Grocery,Milk,14,1444,Loyalty,20216
2025-01-20,S104,Clothing,Jeans,17,2211,Regular,37587
2025-01-20,S104,Clothing,Jacket,1,3385,Loyalty,3385
2025-01-20,S103,Grocery,Bread,10,1531,Loyalty,15310
2025-01-20,S104,Clothing,Jeans,1,2184,Loyalty,2184
2025-01-20,S105,Clothing,Jacket,8,882,Loyalty,7056
2025-01-20,S103,Grocery,Bread,8,3175,Loyalty,25400
2025-01-21,S103,Grocery,Rice,19,3730,Regular,70870
2025-01-21,S102,Grocery,Eggs,3,2193,Regular,6579
2025-01-21,S103,Clothing,Hoodie,16,501,Regular,8016
2025-01-21,S105,Electronics,Mouse,14,2832,Loyalty,39648
2025-01-21,S102,Clothing,Jacket,7,3794,Loyalty,26558
2025-01-21,S105,Electronics,Keyboard,19,1621,Loyalty,30799
2025-01-21,S101,Clothing,Jeans,15,2806,Regular,42090
2025-01-21,S102,Grocery,Milk,3,520,Loyalty,1560
2025-01-21,S101,Electronics,Headphones,2,1126,Regular,2252
2025-01-21,S102,Grocery,Eggs,22,1437,Regular,31614
2025-01-21,S103,Electronics,Mouse,14,3848,Regular,53872
2025-01-21,S103,Electronics,Mouse,17,2623,Loyalty,44591
2025-01-22,S101,Clothing,T-Shirt,7,3322,Regular,23254
2025-01-22,S104,Clothing,Jacket,13,2707,Loyalty,35191
2025-01-22,S102,Electronics,Keyboard,21,2139,Regular,44919
2025-01-22,S102,Electronics,Mouse,17,1750,Loyalty,29750
2025-01-22,S104,Clothing,Jeans,23,3750,Regular,86250
2025-01-22,S103,Clothing,T-Shirt,6,780,Regular,4680
2025-01-22,S105,Clothing,Hoodie,21,504,Regular,10584
2025-01-22,S102,Electronics,Headphones,21,3597,Regular,75537
2025-01-22,S102,Clothing,Jeans,22,1436,Loyalty,31592
2025-01-22,S104,Grocery,Rice,19,843,Loyalty,16017
2025-01-22,S103,Electronics,Keyboard,4,1186,Loyalty,4744
2025-01-22,S103,Grocery,Eggs,22,147,Loyalty,3234
2025-01-23,S105,Grocery,Eggs,24,1362,Regular,32688
2025-01-23,S103,Grocery,Eggs,3,3365,Loyalty,10095
2025-01-23,S103,Electronics,Mouse,13,2076,Regular,26988
2025-01-23,S102,Electronics,Mouse,21,2170,Loyalty,45570
2025-01-23,S101,Electronics,Headphones,11,1689,Regular,18579
2025-01-23,S103,Electronics,Keyboard,3,3619,Loyalty,10857
2025-01-23,S102,Grocery,Milk,12,2372,Loyalty,28464
2025-01-23,S101,Grocery,Bread,17,379,Loyalty,6443
2025-01-23,S104,Grocery,Rice,16,265,Loyalty,4240
2025-01-23,S101,Grocery,Rice,23,1558,Regular,35834
2025-01-23,S101,Clothing,Hoodie,18,1162,Regular,20916
2025-01-23,S102,Grocery,Bread,9,3998,Regular,35982
2025-01-24,S102,Grocery,Eggs,16,760,Loyalty,12160
2025-01-24,S105,Grocery,Milk,22,299,Loyalty,6578
2025-01-24,S105,Clothing,Jacket,7,186,Loyalty,1302
2025-01-24,S105,Clothing,Jacket,18,3344,Regular,60192
2025-01-24,S102,Grocery,Bread,10,664,Loyalty,6640
2025-01-24,S103,Clothing,Jacket,12,2285,Loyalty,27420
2025-01-24,S105,Clothing,Jacket,11,3033,Regular,33363
2025-01-24,S104,Grocery,Bread,7,3648,Regular,25536
2025-01-24,S105,Electronics,Smart Watch,22,970,Loyalty,21340
2025-01-24,S105,Clothing,T-Shirt,10,1181,Regular,11810
2025-01-24,S103,Clothing,Jacket,10,595,Regular,5950
2025-01-24,S105,Grocery,Bread,13,1347,Regular,17511
2025-01-25,S104,Grocery,Bread,17,526,Regular,8942
2025-01-25,S101,Electronics,Smart Watch,16,3561,Regular,56976
2025-01-25,S102,Grocery,Rice,7,389,Loyalty,2723
2025-01-25,S101,Electronics,Mouse,3,3550,Regular,10650
2025-01-25,S104,Clothing,Jeans,18,2031,Loyalty,36558
2025-01-25,S101,Electronics,Smart Watch,21,2048,Loyalty,43008
2025-01-25,S101,Grocery,Rice,24,1013,Regular,24312
2025-01-25,S105,Grocery,Milk,5,988,Regular,4940
2025-01-25,S103,Clothing,Jacket,13,2323,Loyalty,30199
2025-01-25,S104,Grocery,Eggs,8,3781,Loyalty,30248
2025-01-25,S105,Grocery,Milk,19,3614,Regular,68666
2025-01-25,S102,Clothing,Jacket,9,2850,Regular,25650
2025-01-26,S105,Grocery,Eggs,5,103,Loyalty,515
2025-01-26,S101,Grocery,Rice,3,1093,Regular,3279
2025-01-26,S103,Electronics,Headphones,10,2516,Regular,25160
2025-01-26,S101,Clothing,Jeans,24,52,Regular,1248
2025-01-26,S105,Grocery,Milk,24,942,Loyalty,22608
2025-01-26,S104,Electronics,Headphones,14,1430,Regular,20020
2025-01-26,S103,Grocery,Rice,9,1268,Loyalty,11412
2025-01-26,S102,Clothing,Hoodie,9,1536,Regular,13824
2025-01-26,S103,Electronics,Headphones,2,1033,Regular,2066
2025-01-26,S103,Grocery,Milk,5,1249,Regular,6245
2025-01-26,S105,Clothing,Jeans,16,3070,Regular,49120
2025-01-26,S101,Electronics,Headphones,18,3161,Loyalty,56898
2025-01-27,S103,Clothing,T-Shirt,3,1641,Regular,4923
2025-01-27,S103,Clothing,Hoodie,13,1822,Loyalty,23686
2025-01-27,S103,Clothing,Hoodie,16,3289,Regular,52624
2025-01-27,S103,Electronics,Keyboard,16,1754,Loyalty,28064
2025-01-27,S101,Grocery,Rice,21,1243,Regular,26103
2025-01-27,S104,Grocery,Bread,7,2230,Loyalty,15610
2025-01-27,S101,Electronics,Mouse,19,1104,Loyalty,20976
2025-01-27,S103,Clothing,Jeans,21,3791,Loyalty,79611
2025-01-27,S104,Grocery,Milk,2,3839,Loyalty,7678
2025-01-27,S102,Electronics,Smart Watch,13,3167,Loyalty,41171
2025-01-27,S101,Electronics,Headphones,8,3344,Regular,26752
2025-01-27,S103,Electronics,Keyboard,7,635,Loyalty,4445
2025-01-28,S104,Clothing,Jacket,15,1295,Loyalty,19425
2025-01-28,S104,Electronics,Mouse,20,1937,Regular,38740
2025-01-28,S103,Clothing,Hoodie,17,2621,Regular,44557
2025-01-28,S101,Electronics,Mouse,22,523,Regular,11506
2025-01-28,S102,Grocery,Milk,14,753,Loyalty,10542
2025-01-28,S104,Electronics,Smart Watch,3,997,Loyalty,2991
2025-01-28,S103,Grocery,Rice,1,3767,Loyalty,3767
2025-01-28,S103,Grocery,Eggs,11,619,Loyalty,6809
2025-01-28,S102,Clothing,Jeans,4,2050,Loyalty,8200
2025-01-28,S105,Electronics,Headphones,11,2981,Regular,32791
2025-01-28,S104,Clothing,Jacket,22,3580,Loyalty,78760
2025-01-28,S104,Grocery,Rice,24,3725,Loyalty,89400
2025-01-29,S105,Electronics,Keyboard,20,3895,Loyalty,77900
2025-01-29,S103,Electronics,Headphones,1,619,Regular,619
2025-01-29,S102,Clothing,Jacket,3,1905,Loyalty,5715
2025-01-29,S104,Electronics,Smart Watch,18,1344,Regular,24192
2025-01-29,S104,Grocery,Eggs,14,1034,Loyalty,14476
2025-01-29,S103,Electronics,Headphones,14,3683,Regular,51562
2025-01-29,S105,Grocery,Bread,12,742,Regular,8904
2025-01-29,S104,Clothing,Jacket,14,576,Loyalty,8064
2025-01-29,S101,Clothing,Jeans,12,1925,Regular,23100
2025-01-29,S101,Electronics,Mouse,22,1063,Loyalty,23386
2025-01-29,S103,Electronics,Mouse,13,2818,Regular,36634
2025-01-29,S102,Electronics,Mouse,14,3616,Loyalty,50624
2025-01-30,S103,Clothing,Hoodie,13,778,Loyalty,10114
2025-01-30,S103,Clothing,T-Shirt,22,3812,Regular,83864
2025-01-30,S104,Electronics,Headphones,14,1745,Loyalty,24430
2025-01-30,S104,Clothing,Jeans,20,2770,Regular,55400
2025-01-30,S101,Clothing,Hoodie,2,2322,Loyalty,4644
2025-01-30,S101,Electronics,Headphones,13,2213,Regular,28769
2025-01-30,S102,Clothing,Jacket,6,2968,Regular,17808
2025-01-30,S102,Clothing,Jeans,15,3091,Regular,46365
2025-01-30,S101,Grocery,Eggs,8,2044,Loyalty,16352
2025-01-30,S101,Grocery,Bread,6,3194,Loyalty,19164
2025-01-30,S101,Grocery,Eggs,18,765,Regular,13770
2025-01-30,S104,Clothing,Hoodie,15,300,Loyalty,4500
2025-01-31,S104,Grocery,Bread,16,949,Regular,15184
2025-01-31,S102,Clothing,Jeans,3,3248,Loyalty,9744
2025-01-31,S103,Clothing,Jeans,18,3111,Regular,55998
2025-01-31,S105,Grocery,Eggs,13,1316,Regular,17108
2025-01-31,S104,Grocery,Bread,13,1977,Loyalty,25701
2025-01-31,S103,Grocery,Rice,12,3715,Regular,44580
2025-01-31,S105,Clothing,Jacket,24,2970,Loyalty,71280
2025-01-31,S102,Grocery,Eggs,19,84,Loyalty,1596
2025-01-31,S101,Electronics,Mouse,7,1405,Loyalty,9835
2025-01-31,S102,Clothing,T-Shirt,24,453,Loyalty,10872
2025-01-31,S104,Clothing,Hoodie,24,3683,Loyalty,88392
2025-01-31,S101,Grocery,Eggs,4,1323,Loyalty,5292
2025-02-01,S104,Clothing,Hoodie,2,2432,Regular,4864
2025-02-01,S102,Clothing,Jacket,19,1444,Regular,27436
2025-02-01,S104,Clothing,T-Shirt,3,3358,Regular,10074
2025-02-01,S101,Electronics,Keyboard,3,843,Regular,2529
2025-02-01,S102,Clothing,Jacket,12,575,Regular,6900
2025-02-01,S105,Clothing,Jacket,5,3102,Loyalty,15510
2025-02-01,S104,Clothing,Jeans,15,63,Regular,945
2025-02-01,S104,Grocery,Rice,2,3864,Regular,7728
2025-02-01,S101,Electronics,Keyboard,2,3284,Loyalty,6568
2025-02-01,S101,Electronics,Keyboard,8,509,Regular,4072
2025-02-01,S103,Electronics,Keyboard,10,3828,Regular,38280
2025-02-01,S102,Clothing,Hoodie,10,2941,Regular,29410
2025-02-02,S105,Electronics,Headphones,20,1849,Loyalty,36980
2025-02-02,S104,Electronics,Headphones,11,2006,Loyalty,22066
2025-02-02,S105,Electronics,Smart Watch,17,3618,Regular,61506
2025-02-02,S104,Grocery,Bread,20,2431,Regular,48620
2025-02-02,S105,Electronics,Keyboard,20,331,Loyalty,6620
2025-02-02,S103,Electronics,Keyboard,6,2582,Loyalty,15492
2025-02-02,S101,Grocery,Rice,17,2788,Regular,47396
2025-02-02,S105,Clothing,Hoodie,18,1289,Loyalty,23202
2025-02-02,S102,Grocery,Milk,18,3918,Loyalty,70524
2025-02-02,S103,Grocery,Bread,18,968,Regular,17424
2025-02-02,S105,Clothing,Hoodie,20,1409,Regular,28180
2025-02-02,S102,Clothing,Hoodie,21,178,Loyalty,3738
2025-02-03,S105,Electronics,Smart Watch,15,135,Loyalty,2025
2025-02-03,S102,Clothing,T-Shirt,11,2043,Regular,22473
2025-02-03,S101,Clothing,Jeans,8,352,Regular,2816
2025-02-03,S103,Electronics,Smart Watch,8,394,Regular,3152
2025-02-03,S103,Electronics,Headphones,16,1727,Loyalty,27632
2025-02-03,S102,Electronics,Headphones,2,1059,Regular,2118
2025-02-03,S101,Clothing,Jacket,1,3802,Loyalty,3802
2025-02-03,S105,Electronics,Headphones,13,3280,Loyalty,42640
2025-02-03,S102,Grocery,Eggs,6,543,Regular,3258
2025-02-03,S102,Clothing,Jacket,18,2494,Loyalty,44892
2025-02-03,S105,Grocery,Bread,11,3762,Regular,41382
2025-02-03,S101,Clothing,Jeans,21,3776,Loyalty,79296
2025-02-04,S105,Clothing,Jacket,19,2925,Loyalty,55575
2025-02-04,S101,Electronics,Headphones,17,2388,Regular,40596
2025-02-04,S103,Clothing,Jeans,3,3065,Regular,9195
2025-02-04,S102,Clothing,Jeans,14,3898,Loyalty,54572
2025-02-04,S102,Electronics,Mouse,6,1997,Loyalty,11982
2025-02-04,S101,Electronics,Mouse,12,1206,Regular,14472
2025-02-04,S104,Electronics,Keyboard,4,2880,Loyalty,11520
2025-02-04,S102,Grocery,Milk,12,940,Loyalty,11280
2025-02-04,S103,Electronics,Headphones,23,385,Loyalty,8855
2025-02-04,S101,Electronics,Smart Watch,4,764,Loyalty,3056
2025-02-04,S105,Grocery,Eggs,13,519,Loyalty,6747
2025-02-04,S105,Clothing,Jeans,4,3105,Loyalty,12420
2025-02-05,S105,Clothing,Jacket,15,1229,Loyalty,18435
2025-02-05,S102,Clothing,Hoodie,2,2686,Regular,5372
